Data	Label
as the eye could see . It was a wonderful and beautiful castle , all glistening towers that gleamed like marble , and glancing windows that shone like crystal . The two young men looked at it eagerly , and longed to go nearer . Suddenly , out of the distance , something like a great butterfly , of white and gold , swept toward them . And when it came nearer , they saw that it was a most beautiful lady , robed in floating garments as fine as cobwebs and wearing on her head a crown so bright	s
in the cool moss , with his back against a tree . He had a lunch in his traveller ' s pouch , and he ate it comfortably . Then he felt drowsy from the heat and the early ride , so he pulled his hat over his eyes , and settled himself for a nap . " It will go all the better for a little rest ," he said . That _was_ a sleep ! He slept like the seven sleepers , and he dreamed the most beautiful things you could imagine . At last , he dreamed that he had entered the castle of fortune and was being received with great festivities . Everything he wanted was brought to him , and music played while fireworks were set off in his honour . The music was so loud that he awoke . He sat up , rubbing his eyes , and behold , the fireworks were the very last rays of the setting sun , and the music was the voice of the other traveller , passing the grove on foot ! " Time to be off ," said the lazy man , and looked about him	l
for the pretty horse . No horse was to be found . The only living thing near was an old , bony , grey donkey . The man called , and whistled , and looked , but no little horse appeared . After a long while he gave it up , and , since there was nothing better to do , he mounted the old grey donkey and set out again . The donkey was slow , and he was hard to ride , but he was better than nothing ; and gradually the lazy man saw the towers of	s
the castle draw nearer . Now it began to grow dark ; in the castle windows the lights began to show . Then came trouble ! Slower , and slower , went the grey donkey ; slower , and slower , till , in the very middle of a pitch - black wood , he stopped and stood still . Not a step would he budge for all the coaxing and scolding and beating his rider could give . At last the rider kicked him , as well as beat him , and at that the donkey felt that he had had enough . Up went his hind heels , and down went his head , and over it went the lazy man on to the stony ground . There he lay groaning for many minutes , for it was not a soft place , I can assure you . How he wished he were in a soft , warm bed , with his aching bones comfortable in blankets ! The very thought of it made him remember the Castle of Fortune , for he knew there must be fine beds there . To get to those beds he was	l
even willing to bestir his poor limbs , so he sat up and felt about him for the donkey . No donkey was to be found . The lazy man crept round and round the spot where he had fallen , scratched his hands on the stumps , tore his face in the briers , and bumped his knees on the stones . But no donkey was there . He would have laid down to sleep again , but he could hear now the howls of hungry wolves in the woods ; that it did not sound pleasant . Finally	s
beast , and he saw what he was riding : it was a gigantic snail ! a snail as large as a calf ! A cold shudder ran over the lazy man ' s body , and he would have got off his horrid animal then and there , but just then the clock struck once more . It was the first of the long , slow strokes that mark midnight ! The man grew frantic when he heard it . He drove his heels into the snail ' s sides , to make him hurry . Instantly , the	s
turned himself about ; as it struck eight , he began to move backward , away from the castle ! The lazy man shouted , and beat him , but the beast went slowly backward . And the clock struck nine . The man tried to slide off , then , but from all sides of his strange animal great arms came reaching up and held him fast . And in the next ray of moonlight that broke the dark clouds , he saw that he was mounted on a monster crab ! One by one , the lights went	s
in the fields , far from home , watching over the sheep . He had to guard them from wild animals , and lead them to the right pastures , and care for them . By and by , war broke out between the people of David ' s country and a people that lived near at hand ; these men were called Philistines , and the people of David ' s country were named Israelites . All the strong men of Israel went up to the battle , to fight for their king . David ' s three older	s
came to the place where the Israelites were , just as the host was going forth to the fight , shouting for the battle . So he left his gifts in the hands of the keeper of the baggage , and ran into the army , amongst the soldiers , to find his brothers . When he found them , he saluted them and began to talk with them . But while he was asking them the questions his father had commanded , there arose a great shouting and tumult among the Israelites , and men came running back from	s
should defy the armies of the living God ?" And he was stirred with anger . Very soon , some of the officers told the king about the youth who was asking so many questions , and who said that it was shame upon Israel that a mere Philistine should defy the armies of the living God . Immediately Saul sent for him . When David came before Saul , he said to the king , " Let no man ' s heart fail because of him ; thy servant will go and fight with this Philistine ." But Saul	s
And he armed David with his own armour ,-- he put a helmet of brass upon his head , and armed him with a coat of mail . But when David girded his sword upon his armour , and tried to walk , he said to Saul , " I cannot go with these , for I am not used to them ." And he put them off . Then he took his staff in his hand and went and chose five smooth stones out of the brook , and put them in a shepherd ' s bag which he	s
had ; and his sling was in his hand ; and he went out and drew near to the Philistine . And the Philistine came on and drew near to David ; and the man that bore his shield went before him . And when the Philistine looked about and saw David , he disdained him , for David was but a boy , and ruddy , and of a fair countenance . And he said to David , " Am I a dog , that thou comest to me with a cudgel ?" And with curses he cried out again , " Come to me , and I will give thy flesh unto the fowls of the air , and to the beasts of the field ." But David looked at him , and answered , " Thou comest to me with a sword , and with a spear , and with a shield ; but I come to thee in the name of the Lord of hosts , the God of the armies of Israel , whom thou hast defied . This day will the Lord deliver thee into my hand , and I will smite thee ,	l
in his heart . There was just one thing he cared about : it was to make his soul so pure and perfect that it could be one of the stones in God ' s great Temple of Heaven . One day , after the forty years , he had a great longing to know how far along he had got with his work ,-- how it looked to the Heavenly Father . And he prayed that he might be shown a man -- " Whose soul in the heavenly grace had grown To the selfsame measure as his own ; Whose treasure on the celestial shore Could neither be less than his nor more ." As he looked up from his prayer , a white - robed angel stood in the path before him . The hermit bowed before the messenger with great gladness , for he knew that his wish was answered . " Go to the nearest town ," the angel said , " and there , in the public square , you will find a mountebank ( a clown ) making the people laugh for money . He is the man you seek ; his soul	l
has grown to the selfsame stature as your own ; his treasure on the celestial shore is neither less than yours nor more ." When the angel had faded from sight , the hermit bowed his head again , but this time with great sorrow and fear . Had his forty years of prayer been a terrible mistake , and was his soul indeed like a clown , fooling in the market - place ? He knew not what to think . Almost he hoped he should not find the man , and could believe that he had dreamed the	s
these signs of distress , and he thought , " Christmas will be here soon , and dear mother is thinking of what a sad time it will be ." What would Gottlieb have given to be able to comfort his mother ! He could only sit and brood , while his young heart swelled and a lump rose in his throat at the thought that he could do nothing . Presently , however , a happy fancy came to him . Was not the Christ Child born on Christmas Day , and did not He send good gifts to men on His birthday ? But then came the thought , " He will never find us . Our home is so mean and small ." It seemed foolish to hope , but a boy is not long cast down , and as Gottlieb sat dreaming , a happy inspiration came to him . Stealing softly from the room he took paper and pen , for he had learnt to write , and spelt out , word after word , a letter which he addressed to the Christ Child . You may be sure that the postman was puzzled what	l
to offer . Your needles would prick the wee Babe , and your tears are sticky ." This made the poor Fir very unhappy indeed , and it said , sadly , " Yes , you are right . I have nothing that would be good enough to offer to the Christ Child ." Now , quite near to the trees had stood an Angel , who had heard all that had passed . He was moved to pity the Fir , who was so lowly and without envy of the other trees , and he resolved to help it	s
" I ' ve been taught a lesson that I shall not easily forget . Yes , yes ! Simple worth is far better than rank or wealth without modesty and unselfishness -- and there is no _true_ beauty where these virtues are absent !" [ The Adventures of Buster Bear by Thornton W . Burgess 1920 ] I BUSTER BEAR GOES FISHING Buster Bear yawned as he lay on his comfortable bed of leaves and watched the first early morning sunbeams creeping through the Green Forest to chase out the Black Shadows . Once more he yawned , and slowly got to his feet and shook himself . Then he walked over to a big pine - tree , stood up on his hind legs , reached as high up on the trunk of the tree as he could , and scratched the bark with his great claws . After that he yawned until it seemed as if his jaws would crack , and then sat down to think what he wanted for breakfast . While he sat there , trying to make up his mind what would taste best , he was listening to the sounds that told	l
of the waking of all the little people who live in the Green Forest . He heard Sammy Jay way off in the distance screaming , " Thief ! Thief !" and grinned . " I wonder ," thought Buster , " if some one has stolen Sammy ' s breakfast , or if he has stolen the breakfast of some one else . Probably he is the thief himself ." He heard Chatterer the Red Squirrel scolding as fast as he could make his tongue go and working himself into a terrible rage . " Must be that Chatterer	s
Joe to come back and get it that Little Joe wouldn ' t dare do anything of the kind . " Where is he now ?" asked Billy Mink . " He ' s somewhere up the Laughing Brook . I wish he ' d fall in and get drowned !" snapped Little Joe . Billy Mink just had to laugh . The idea of great big Buster Bear getting drowned in the Laughing Brook was too funny . There wasn ' t water enough in it anywhere except down in the Smiling Pool , and that was on the Green Meadows , where Buster had never been known to go . " Let ' s go see what he is doing ," said Billy Mink . At first Little Joe didn ' t want to , but at last his curiosity got the better of his fear , and he agreed . So the two little brown - coated scamps turned down the Laughing Brook , taking the greatest care to keep out of sight themselves . They had gone only a little way when Billy Mink whispered : " Sh - h ! There he is ." Sure	l
a great rage . Billy Mink stopped long enough to eat the fat fish Buster had left on the bank and then he too went down to the Smiling Pool . When Little Joe Otter and Billy Mink reached the Smiling Pool , they climbed up on the Big Rock , and there Little Joe sulked and sulked , until finally Grandfather Frog asked what the matter was . Little Joe wouldn ' t tell , but Billy Mink told the whole story . When he told how Buster had been too smart for Little Joe , it tickled him	s
foolish trout to take his hook . But he didn ' t get so much as a nibble . " Either the trout have lost their appetite or they have grown very wise ," muttered Farmer Brown ' s boy , as after a long time he moved on to the next little pool . There the same thing happened . He was very patient , very , very patient , but his patience brought no reward , not so much as the faintest kind of a nibble . Farmer Brown ' s boy trudged on to the next pool	s
away that something had happened . " Hi !" cried Billy Mink . " Look at Little Joe Otter ! It must be that for once he has been smarter than Buster Bear ." Little Joe made a good - natured face at Billy Mink and shook his head . " No , Billy ," said he , " you are wrong , altogether wrong . I don ' t believe anybody can be smarter than Buster Bear ." [ Illustration : Reddy glared across the Smiling Pool at Peter . _Page 45 . _ ] Reddy Fox rolled his	s
drawled : " Farmer Brown ' s boy is afraid of Buster Bear ." For a minute no one said a word . Then Blacky the Crow leaned down from his perch in the Big Hickory - tree and looked very hard at Little Joe as he said : " I don ' t believe it . I don ' t believe a word of it . Farmer Brown ' s boy isn ' t afraid of any one who lives in the Green Forest or on the Green Meadows or in the Smiling Pool , and you know it	s
. But they were still more afraid of Farmer Brown ' s boy , because they didn ' t know him or understand him , and because in the past he had tried to catch some of them in traps and had hunted some of them with his terrible gun . So now they were very proud to think that one of their own number actually had frightened him , and they began to look on Buster Bear as a real hero . They tried in ever so many ways to show him how friendly they felt and went quite	s
out of their way to do him favors . Whenever they met one another , all they could talk about was the smartness and the greatness of Buster Bear . " Now I guess Farmer Brown ' s boy will keep away from the Green Forest , and we won ' t have to be all the time watching out for him ," said Bobby Coon , as he washed his dinner in the Laughing Brook , for you know he is very neat and particular . " And he won ' t dare set any more traps for me ," gloated Billy Mink . " Ah wish Brer Bear would go up to Farmer Brown ' s henhouse and scare Farmer Brown ' s boy so that he would keep away from there . It would be a favor to me which Ah cert ' nly would appreciate ," said Unc ' Billy Possum when he heard the news . " Let ' s all go together and tell Buster Bear how much obliged we are for what he has done ," proposed Jerry Muskrat . " That ' s a splendid idea !" cried Little Joe Otter .	l
many sharp tricks that no one is really his friend unless it is that other mischief - maker , Sammy Jay , who , you know , is Blacky ' s cousin . But no one said anything , and Blacky went on . " Little Joe Otter has told us how he saw Farmer Brown ' s boy hurry home when he found the footprint of Buster Bear on the edge of the Laughing Brook , and how all the way he kept looking behind him , as if he were afraid . Perhaps he was , and then	s
again perhaps he wasn ' t . Perhaps he had something else on his mind . You have made a hero of Buster Bear , because you believe Little Joe ' s story . Now I don ' t say that I don ' t believe it , but I do say that I will be a lot more sure that Farmer Brown ' s boy is afraid of Buster when I see him run away myself . Now here is my plan : " To - morrow morning , very early , Sammy Jay and I will make a great fuss near the edge of the Green Forest . Farmer Brown ' s boy has a lot of curiosity , and he will be sure to come over to see what it is all about . Then we will lead him to where Buster Bear is . If he runs away , I will be the first to admit that Buster Bear is as great a hero as some of you seem to think he is . It is a very simple plan , and if you will all hide where you can watch , you will be able	l
S BOY AND BUSTER BEAR GROW CURIOUS Ever since it was light enough to see at all , Blacky the Crow had been sitting in the top of the tallest tree on the edge of the Green Forest nearest to Farmer Brown ' s house , and never for an instant had he taken his eyes from Farmer Brown ' s back door . What was he watching for ? Why , for Farmer Brown ' s boy to come out on his way to milk the cows . Meanwhile , Sammy Jay was slipping silently through the Green Forest , looking for Buster Bear , so that when the time came he could let his cousin , Blacky the Crow , know just where Buster was . By and by the back door of Farmer Brown ' s house opened , and out stepped Farmer Brown ' s boy . In each hand he carried a milk pail . Right away Blacky began to scream at the top of his lungs . " Caw , caw , caw !" shouted Blacky . " Caw , caw , caw !" And all the time he flew about among the trees	l
with a great deal of respect and were very proud of him . But now they had seen Buster Bear and Farmer Brown ' s boy meet face to face ; and while it was true that Farmer Brown ' s boy had run away as fast as ever he could , it was also true that Buster Bear had done the same thing . He had run even faster than Farmer Brown ' s boy , and had hidden in the most lonely place he could find in the very deepest part of the Green Forest . It was hard to believe , but it was true . And right away everybody lost a great deal of the respect for Buster which they had felt . It is always that way . They began to say unkind things about him . They said them among themselves , and some of them even said them to Buster when they met him , or said them so that he would hear them . Of course Blacky the Crow and Sammy Jay , who , because they can fly , have nothing to fear from Buster , and who always delight in	l
his teeth and glare up at them , but that was all he could do . He couldn ' t get at them . He just had to stand it and do nothing . But when impudent little Chatterer the Red Squirrel shouted the same thing from a place just out of reach in a big pine - tree , Buster could stand it no longer . He gave a deep , angry growl that made little shivers run over Chatterer , and then suddenly he started up that tree after Chatterer . With a frightened little shriek Chatterer scampered to the top of the tree . He hadn ' t known that Buster could climb . But Buster is a splendid climber , especially when the tree is big and stout as this one was , and now he went up after Chatterer , growling angrily . How Chatterer did wish that he had kept his tongue still ! He ran to the very top of the tree , so frightened that his teeth chattered , and when he looked down and saw Buster ' s great mouth coming nearer and nearer , he nearly tumbled down with terror	l
. The worst of it was there wasn ' t another tree near enough for him to jump to . He was in trouble this time , was Chatterer , sure enough ! And there was no one to help him . XVI CHATTERER THE RED SQUIRREL JUMPS FOR HIS LIFE It isn ' t very often that Chatterer the Red Squirrel knows fear . That is one reason that he is so often impudent and saucy . But once in a while a great fear takes possession of him , as when he knows that Shadow the Weasel is	s
quite by itself , and Buster Bear _could_ climb ! Chatterer was in the worst kind of trouble , and there was no one to blame but himself . That is usually the case with those who get into trouble . Nearer and nearer came Buster Bear , and deeper and angrier sounded his voice . Chatterer gave a little frightened gasp and looked this way and looked that way . What should he do ? What _could_ he do ! The ground seemed a terrible distance below . If only he had wings like Sammy Jay ! But he	s
habit becomes bad , if it is carried too far . Suppose you had a secret , a real secret , something that nobody else knew and that you didn ' t want anybody else to know . And suppose you had the habit of talking to yourself . You might , without thinking , you know , tell that secret out loud to yourself , and some one might , just might happen to overhear ! Then there wouldn ' t be any secret . That is the way that a habit which isn ' t bad in itself	s
he dreamed of berries and berry pies . He was awake even before jolly , round , red Mr . Sun thought it was time to get up , and he was all ready to start for the Old Pasture when the first Jolly Little Sunbeams came dancing across the Green Meadows . He carried a big tin pail , and in the bottom of it , wrapped up in a piece of paper , was a lunch , for he meant to stay until he filled that pail , if it took all day . Now the Old Pasture is very large . It lies at the foot of the Big Mountain , and even extends a little way up on the Big Mountain . There is room in it for many people to pick berries all day without even seeing each other , unless they roam about a great deal . You see , the bushes grow very thick there , and you cannot see very far in any direction . Jolly , round , red Mr . Sun had climbed a little way up in the sky by the time Farmer Brown ' s boy reached the	l
again --" Help ! Help ! Help "-- and it was very faint and sounded terribly frightened . He waited a minute or two , but heard nothing more . Then he put down his pail and began a hurried look here , there , and everywhere . He was sure that it had come from somewhere on the ground , so he peered behind bushes and peeped behind logs and stones , and then just as he had about given up hope of finding where it came from , he went around a little turn in the old cow	s
as he sat on his haunches stripping off the berries greedily . His little eyes twinkled with enjoyment , and he didn ' t mind at all if now and then he got leaves , and some green berries in his mouth with the big ripe berries . He didn ' t try to get them out . Oh , my , no ! He just chomped them all up together and patted his stomach from sheer delight . Now Buster had reached the Old Pasture just as jolly , round , red Mr . Sun had crept out of bed , and he had fully made up his mind that he would be back in the Green Forest before Mr . Sun had climbed very far up in the blue , blue sky . You see , big as he is and strong as he is , Buster Bear is very shy and bashful , and he has no desire to meet Farmer Brown , or Farmer Brown ' s boy , or any other of those two - legged creatures called men . It seems funny but he actually is afraid of them . And he had a	l
eat and eat . Now you know that Buster is a very big fellow , and it takes a lot to fill him up . He kept eating and eating and eating , and the more he ate the more he wanted . You know how it is . So he wandered from one patch of berries to another in the Old Pasture , and never once thought of the time . Somehow , time is the hardest thing in the world to remember , when you are having a good time . Jolly , round , red Mr . Sun climbed higher and higher in the blue , blue sky . He looked down on all the Great World and saw all that was going on . He saw Buster Bear in the Old Pasture , and smiled as he saw what a perfectly glorious time Buster was having . And he saw something else in the Old Pasture that made his smile still broader . He saw Farmer Brown ' s boy filling a great tin pail with blueberries , and he knew that Farmer Brown ' s boy didn ' t know that Buster Bear was anywhere	l
about , and he knew that Buster Bear didn ' t know that Farmer Brown ' s boy was anywhere about , and somehow he felt very sure that he would see something funny happen if they should chance to meet . " Um - m - m , um - m - m ," mumbled Buster Bear with his mouth full , as he moved along to another patch of berries . And then he gave a little gasp of surprise and delight . Right in front of him was a shiny thing just full of the finest ,	s
ears and caught there . This was bad enough , but to make matters worse , just at that very minute he heard a shrill , angry voice shout , " Hi , there ! Get out of there !" He didn ' t need to be told whose voice that was . It was the voice of Farmer Brown ' s boy . Right then and there Buster Bear nearly had a fit . There was that awful pail fast over his head so that he couldn ' t see a thing . Of course , that meant that	s
he couldn ' t run away , which was the thing of all things he most wanted to do , for big as he is and strong as he is , Buster is very shy and bashful when human beings are around . He growled and whined and squealed . He tried to back out of the pail and couldn ' t . He tried to shake it off and couldn ' t . He tried to pull it off , but somehow he couldn ' t get hold of it . Then there was another yell . If Buster hadn ' t been so frightened himself , he might have recognized that second yell as one of fright , for that is what it was . You see Farmer Brown ' s boy had just discovered Buster Bear . When he had yelled the first time , he had supposed that it was one of the young cattle who live in the Old Pasture all summer , but when he saw Buster , he was just as badly frightened as Buster himself . In fact , he was too surprised and frightened even to run . After that second	l
yell he just stood still and stared . Buster clawed at that awful thing on his head more frantically than ever . Suddenly it slipped off , so that he could see . He gave one frightened look at Farmer Brown ' s boy , and then with a mighty " Woof !" he started for the Green Forest as fast as his legs could take him , and this was very fast indeed , let me tell you . He didn ' t stop to pick out a path , but just crashed through the bushes as if they	s
known enough to keep my head out of it ," he said slowly and thoughtfully . " You got no more than you deserve for stealing Farmer Brown ' s boy ' s berries ," said Sammy Jay , who had come back and was looking on from the top of a tree . " You ought to know by this time that no good comes of stealing ." Buster Bear looked up and grinned , and there was a twinkle in his eyes . " You ought to know , Sammy Jay ," said he . " I hope	s
you ' ll always remember it ." " Thief , thief , thief !" screamed Sammy , and flew away . XXIII FARMER BROWN ' S BOY LUNCHES ON BERRIES When things go wrong in spite of you To smile ' s the best thing you can do -- To smile and say , " I ' m mighty glad They are no worse ; they ' re not so bad !" That is what Farmer Brown ' s boy said when he found that Buster Bear had stolen the berries he had worked so hard to pick and then had run off with the pail . You see , Farmer Brown ' s boy is learning to be something of a philosopher , one of those people who accept bad things cheerfully and right away see how they are better than they might have been . When he had first heard some one in the bushes where he had hidden his pail of berries , he had been very sure that it was one of the cows or young cattle who live in the Old Pasture during the summer . He had been afraid that they might stupidly kick	l
back . " If he is so afraid of me , I guess I needn ' t be afraid of him ," said he . " I ' ve lost my berries , but it is worth it to find out that he is afraid of me . There are plenty more on the bushes , and all I ' ve got to do is to pick them . It might be worse ." He walked over to the place where the pail had been , and then he remembered that when Buster ran away he had carried the pail with him , hanging about his neck . He whistled . It was a comical little whistle of chagrin as he realized that he had nothing in which to put more berries , even if he picked them . " It ' s worse than I thought ," cried he . " That bear has cheated me out of that berry pie my mother promised me ." Then he began to laugh , as he thought of how funny Buster Bear had looked with the pail about his neck , and then because , you know he is learning to	l
. Then , instead of growing angry , a slow smile stole over his freckled face . " I guess some one else was hungry too ," he muttered . " Wonder who it was ? Guess this Old Pasture is no place for me to - day . I ' ll fill up on berries and then I ' ll go home ." So Farmer Brown ' s boy made his lunch on blueberries and then rather sheepishly he started for home to tell of all the strange things that had happened to him in the Old Pasture .	s
mind ( as well as she could , for the hot day made her feel very sleepy and stupid ), whether the pleasure of making a daisy - chain would be worth the trouble of getting up and picking the daisies , when suddenly a White Rabbit with pink eyes ran close by her . There was nothing so VERY remarkable in that ; nor did Alice think it so VERY much out of the way to hear the Rabbit say to itself , ' Oh dear ! Oh dear ! I shall be late !' ( when she thought	s
couldn ' t answer either question , it didn ' t much matter which way she put it . She felt that she was dozing off , and had just begun to dream that she was walking hand in hand with Dinah , and saying to her very earnestly , ' Now , Dinah , tell me the truth : did you ever eat a bat ?' when suddenly , thump ! thump ! down she came upon a heap of sticks and dry leaves , and the fall was over . Alice was not a bit hurt , and she jumped up on to her feet in a moment : she looked up , but it was all dark overhead ; before her was another long passage , and the White Rabbit was still in sight , hurrying down it . There was not a moment to be lost : away went Alice like the wind , and was just in time to hear it say , as it turned a corner , ' Oh my ears and whiskers , how late it ' s getting !' She was close behind it when she turned the corner , but	l
* * * * * * * * * * * ' What a curious feeling !' said Alice ; ' I must be shutting up like a telescope .' And so it was indeed : she was now only ten inches high , and her face brightened up at the thought that she was now the right size for going through the little door into that lovely garden . First , however , she waited for a few minutes to see if she was going to shrink any further : she felt a little nervous about this ; ' for it might end , you know ,' said Alice to herself , ' in my going out altogether , like a candle . I wonder what I should be like then ?' And she tried to fancy what the flame of a candle is like after the candle is blown out , for she could not remember ever having seen such a thing . After a while , finding that nothing more happened , she decided on going into the garden at once ; but , alas for poor Alice ! when she got to the door , she	l
it ' s a French mouse , come over with William the Conqueror .' ( For , with all her knowledge of history , Alice had no very clear notion how long ago anything had happened .) So she began again : ' Ou est ma chatte ?' which was the first sentence in her French lesson - book . The Mouse gave a sudden leap out of the water , and seemed to quiver all over with fright . ' Oh , I beg your pardon !' cried Alice hastily , afraid that she had hurt the poor animal	s
that it was not easy to know when the race was over . However , when they had been running half an hour or so , and were quite dry again , the Dodo suddenly called out ' The race is over !' and they all crowded round it , panting , and asking , ' But who has won ?' This question the Dodo could not answer without a great deal of thought , and it sat for a long time with one finger pressed upon its forehead ( the position in which you usually see Shakespeare , in the pictures of him ), while the rest waited in silence . At last the Dodo said , ' EVERYBODY has won , and all must have prizes .' ' But who is to give the prizes ?' quite a chorus of voices asked . ' Why , SHE , of course ,' said the Dodo , pointing to Alice with one finger ; and the whole party at once crowded round her , calling out in a confused way , ' Prizes ! Prizes !' Alice had no idea what to do , and in despair she put her	l
herself in a melancholy tone . ' Nobody seems to like her , down here , and I ' m sure she ' s the best cat in the world ! Oh , my dear Dinah ! I wonder if I shall ever see you any more !' And here poor Alice began to cry again , for she felt very lonely and low - spirited . In a little while , however , she again heard a little pattering of footsteps in the distance , and she looked up eagerly , half hoping that the Mouse had changed his mind , and was coming back to finish his story . CHAPTER IV . The Rabbit Sends in a Little Bill It was the White Rabbit , trotting slowly back again , and looking anxiously about as it went , as if it had lost something ; and she heard it muttering to itself ' The Duchess ! The Duchess ! Oh my dear paws ! Oh my fur and whiskers ! She ' ll get me executed , as sure as ferrets are ferrets ! Where CAN I have dropped them , I wonder ?' Alice guessed in a	l
here ? Run home this moment , and fetch me a pair of gloves and a fan ! Quick , now !' And Alice was so much frightened that she ran off at once in the direction it pointed to , without trying to explain the mistake it had made . ' He took me for his housemaid ,' she said to herself as she ran . ' How surprised he ' ll be when he finds out who I am ! But I ' d better take him his fan and gloves -- that is , if I can find them .' As she said this , she came upon a neat little house , on the door of which was a bright brass plate with the name ' W . RABBIT ' engraved upon it . She went in without knocking , and hurried upstairs , in great fear lest she should meet the real Mary Ann , and be turned out of the house before she had found the fan and gloves . ' How queer it seems ,' Alice said to herself , ' to be going messages for a rabbit ! I suppose Dinah '	l
down the bottle , saying to herself ' That ' s quite enough -- I hope I shan ' t grow any more -- As it is , I can ' t get out at the door -- I do wish I hadn ' t drunk quite so much !' Alas ! it was too late to wish that ! She went on growing , and growing , and very soon had to kneel down on the floor : in another minute there was not even room for this , and she tried the effect of lying down with one	s
as she leant against a buttercup to rest herself , and fanned herself with one of the leaves : ' I should have liked teaching it tricks very much , if -- if I ' d only been the right size to do it ! Oh dear ! I ' d nearly forgotten that I ' ve got to grow up again ! Let me see -- how IS it to be managed ? I suppose I ought to eat or drink something or other ; but the great question is , what ?' The great question certainly was ,	s
an eel on the end of your nose -- What made you so awfully clever ?' ' I have answered three questions , and that is enough ,' Said his father ; ' don ' t give yourself airs ! Do you think I can listen all day to such stuff ? Be off , or I ' ll kick you down stairs !' ' That is not said right ,' said the Caterpillar . ' Not QUITE right , I ' m afraid ,' said Alice , timidly ; ' some of the words have got altered .' '	s
, which changed into alarm in another moment , when she found that her shoulders were nowhere to be found : all she could see , when she looked down , was an immense length of neck , which seemed to rise like a stalk out of a sea of green leaves that lay far below her . ' What CAN all that green stuff be ?' said Alice . ' And where HAVE my shoulders got to ? And oh , my poor hands , how is it I can ' t see you ?' She was moving them about as she spoke , but no result seemed to follow , except a little shaking among the distant green leaves . As there seemed to be no chance of getting her hands up to her head , she tried to get her head down to them , and was delighted to find that her neck would bend about easily in any direction , like a serpent . She had just succeeded in curving it down into a graceful zigzag , and was going to dive in among the leaves , which she found to be nothing but the tops	l
of the trees under which she had been wandering , when a sharp hiss made her draw back in a hurry : a large pigeon had flown into her face , and was beating her violently with its wings . ' Serpent !' screamed the Pigeon . ' I ' m NOT a serpent !' said Alice indignantly . ' Let me alone !' ' Serpent , I say again !' repeated the Pigeon , but in a more subdued tone , and added with a kind of sob , ' I ' ve tried every way , and nothing	s
' A likely story indeed !' said the Pigeon in a tone of the deepest contempt . ' I ' ve seen a good many little girls in my time , but never ONE with such a neck as that ! No , no ! You ' re a serpent ; and there ' s no use denying it . I suppose you ' ll be telling me next that you never tasted an egg !' ' I HAVE tasted eggs , certainly ,' said Alice , who was a very truthful child ; ' but little girls eat eggs quite as much as serpents do , you know .' ' I don ' t believe it ,' said the Pigeon ; ' but if they do , why then they ' re a kind of serpent , that ' s all I can say .' This was such a new idea to Alice , that she was quite silent for a minute or two , which gave the Pigeon the opportunity of adding , ' You ' re looking for eggs , I know THAT well enough ; and what does it matter to me whether you ' re	l
a little girl or a serpent ?' ' It matters a good deal to ME ,' said Alice hastily ; ' but I ' m not looking for eggs , as it happens ; and if I was , I shouldn ' t want YOURS : I don ' t like them raw .' ' Well , be off , then !' said the Pigeon in a sulky tone , as it settled down again into its nest . Alice crouched down among the trees as well as she could , for her neck kept getting entangled among the branches	s
livery came running out of the wood --( she considered him to be a footman because he was in livery : otherwise , judging by his face only , she would have called him a fish )-- and rapped loudly at the door with his knuckles . It was opened by another footman in livery , with a round face , and large eyes like a frog ; and both footmen , Alice noticed , had powdered hair that curled all over their heads . She felt very curious to know what it was all about , and crept a little way out of the wood to listen . The Fish - Footman began by producing from under his arm a great letter , nearly as large as himself , and this he handed over to the other , saying , in a solemn tone , ' For the Duchess . An invitation from the Queen to play croquet .' The Frog - Footman repeated , in the same solemn tone , only changing the order of the words a little , ' From the Queen . An invitation for the Duchess to play croquet .' Then they both bowed	l
low , and their curls got entangled together . Alice laughed so much at this , that she had to run back into the wood for fear of their hearing her ; and when she next peeped out the Fish - Footman was gone , and the other was sitting on the ground near the door , staring stupidly up into the sky . Alice went timidly up to the door , and knocked . ' There ' s no sort of use in knocking ,' said the Footman , ' and that for two reasons . First , because	s
the cook , and a large cat which was sitting on the hearth and grinning from ear to ear . ' Please would you tell me ,' said Alice , a little timidly , for she was not quite sure whether it was good manners for her to speak first , ' why your cat grins like that ?' ' It ' s a Cheshire cat ,' said the Duchess , ' and that ' s why . Pig !' She said the last word with such sudden violence that Alice quite jumped ; but she saw in another moment that it was addressed to the baby , and not to her , so she took courage , and went on again :-- ' I didn ' t know that Cheshire cats always grinned ; in fact , I didn ' t know that cats COULD grin .' ' They all can ,' said the Duchess ; ' and most of ' em do .' ' I don ' t know of any that do ,' Alice said very politely , feeling quite pleased to have got into a conversation . ' You don ' t know much ,' said	l
the hint ; but the cook was busily stirring the soup , and seemed not to be listening , so she went on again : ' Twenty - four hours , I THINK ; or is it twelve ? I --' ' Oh , don ' t bother ME ,' said the Duchess ; ' I never could abide figures !' And with that she began nursing her child again , singing a sort of lullaby to it as she did so , and giving it a violent shake at the end of every line : ' Speak roughly to	s
shaped little creature , and held out its arms and legs in all directions , ' just like a star - fish ,' thought Alice . The poor little thing was snorting like a steam - engine when she caught it , and kept doubling itself up and straightening itself out again , so that altogether , for the first minute or two , it was as much as she could do to hold it . As soon as she had made out the proper way of nursing it , ( which was to twist it up into a sort	s
